,Unnamed: 0.1,Unnamed: 0,clueGiverID,wordpair,Level,clueFinal,variable,Clue1,correctedClue,Word1,Word2,corrected,union_2,intersection_2,union_4,intersection_4,union_8,intersection_8,union_16,intersection_16,union_32,intersection_32,union_64,intersection_64,union_128,intersection_128,union_256,intersection_256,union_512,intersection_512
4546,4699,6525,473115,stern-wind,Hard,tornados,clueOption5,storm,storm,stern,wind,['no'],0.007249623008400699,4.500855162480119e-05,0.004869796216735681,7.563266726165797e-06,0.002939219339070525,2.5496025169655273e-06,0.001630498414595878,6.089325534123739e-07,0.0009978162777042226,1.6495612661908076e-07,0.0005964108816170581,0.00043611132599525004,0.0004488068490376133,0.0003672442826805269,0.00033787918558760536,0.000182610551001705,0.0003465482248178225,0.00032135300247059233
4547,4779,7981,473115,stern-wind,Hard,tornados,clueOption6,tornados,tornado,stern,wind,['yes'],0.0002500111368823397,4.500855162480119e-05,0.00038446939954970416,7.563266726165797e-06,0.00019595405208311717,2.5496025169655273e-06,0.00013310496730057635,6.089325534123739e-07,0.00011838647265949256,1.6495612661908076e-07,7.779347530861093e-05,4.360677192233278e-08,6.732140884108219e-05,1.2241068053749106e-08,4.7926331255585396e-05,3.6521379772745547e-09,5.0455410545435576e-05,1.2359683327009985e-09
4548,34,34,455383,trauma-weird,Medium,painful,clueOption1,painful,painful,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,0.00012882538020486434,4.500855162480117e-05,0.0001312554723413311,4.128512331866807e-06,0.00010010269593663575,7.985829943346007e-07,0.0002202353315682178,1.7946175113761037e-07,0.000173136722170673,0.0004492364597270731,0.00017968268151908877,0.0002462503547981674,0.00018671512938768015,0.0001458601096931881,0.00017795421868150186,8.603730186358125e-05
4549,64,64,455606,trauma-weird,Medium,harm,clueOption1,harm,harm,trauma,weird,['no'],0.001499566957272015,8.184645604846101e-05,0.0009017003739346773,4.500855162480117e-05,0.0006562511119246764,4.128512331866807e-06,0.00040040077381061387,7.985829943346007e-07,0.00023717638060385737,1.7946175113761037e-07,0.0001991071006443816,4.491915405730158e-08,0.00017968268151908877,0.0001231313333501561,0.00018192756810538228,3.6467762231983553e-05,0.00017397017198269712,4.916469924494098e-05
4550,94,94,455664,trauma-weird,Medium,emotional,clueOption1,hard,hard,trauma,weird,['no'],0.000999719635636704,8.184645604846101e-05,0.0009017003739346773,4.500855162480117e-05,0.0015093690262476124,4.128512331866807e-06,0.0016015930853065265,7.985829943346007e-07,0.0016941065976688594,0.001794796973127241,0.0019564360440319957,0.0053903434060302464,0.0017923307165328226,0.005909725341406688,0.0015104758239430347,0.006271831567520642,0.0011633417688525418,0.005272783403552313
4551,124,124,457037,trauma-weird,Medium,bully,clueOption1,bully,bully,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.563101739341295e-05,4.128512331866807e-06,3.336978974241839e-05,7.985829943346007e-07,0.0001016479883187409,1.7946175113761037e-07,0.00012119596522325585,4.491915405730158e-08,0.00010780978859368556,1.2311902144801131e-08,0.00011011414887091459,3.6464115820401513e-09,0.00011686550263316245,1.2292096626300713e-05
4552,154,154,457425,trauma-weird,Medium,traffic,clueOption1,tragic,tragic,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,0.0002576378791598331,4.500855162480117e-05,0.0001312554723413311,4.128512331866807e-06,6.673624283952707e-05,7.985829943346007e-07,6.77658902474618e-05,1.7946175113761037e-07,4.328482980213009e-05,4.491915405730158e-08,4.492100728395777e-05,1.2311902144801131e-08,4.308829091874473e-05,3.6464115820401513e-09,6.507289554870078e-05,1.2292096626300713e-05
4553,184,184,457520,trauma-weird,Medium,unpleasant,clueOption1,unpleasant,unpleasant,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,0.00012882538020486434,4.500855162480117e-05,0.0002625043822371674,4.128512331866807e-06,0.0002002020552279618,7.985829943346007e-07,0.00015247113542565956,1.7946175113761037e-07,0.0001644799293461035,4.491915405730158e-08,0.00019765090475043956,1.2311902144801131e-08,0.00019868403259342476,3.6464115820401513e-09,0.0002151386545370128,6.145556678448774e-05
4554,214,214,457564,trauma-weird,Medium,triggering,clueOption1,triggering,trigger,trauma,weird,['yes'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,3.336645309710868e-09,7.985829943346007e-07,1.6941049035639557e-09,1.7946175113761037e-07,8.657658503851986e-06,4.491915405730158e-08,4.492505013418483e-06,1.2311902144801131e-08,4.787800660361961e-06,3.6464115820401513e-09,1.062425733170261e-05,1.2290867539546758e-09
4555,244,244,458120,trauma-weird,Medium,unexpected,clueOption1,happening,happening,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.563101739341295e-05,4.128512331866807e-06,6.673624283952707e-05,7.985829943346007e-07,3.388379217618268e-05,1.7946175113761037e-07,2.597124415299104e-05,4.491915405730158e-08,5.839717470747087e-05,1.2311902144801131e-08,5.98447554067872e-05,3.6464115820401513e-09,6.507289554870078e-05,1.2292096626300713e-05
4556,274,274,458387,trauma-weird,Medium,pain,clueOption1,odd,odd,trauma,weird,['no'],0.03948796340155566,8.184645604846101e-05,0.030142137636712602,4.500855162480117e-05,0.01614362247963336,4.128512331866807e-06,0.008274883704728262,7.985829943346007e-07,0.004252205002050432,0.0053840319958794475,0.0022767373785410683,0.0013476195408731045,0.0013026966334785135,0.000861845462038224,0.0008067043154452512,0.00036464480461559715,0.000569718810730635,0.00031956378511496965
4557,304,304,463818,trauma-weird,Medium,unusual,clueOption1,sad,sad,trauma,weird,['no'],0.0027491852613602927,8.184645604846101e-05,0.004122012847808899,4.500855162480117e-05,0.0034124782197372393,4.128512331866807e-06,0.0029696176622879826,0.023958288413032353,0.0026428053436646746,0.012562502041383861,0.002718233812594114,0.013924982676917547,0.002398758250590912,0.012311914456703276,0.0018288486492158416,0.009444209643895573,0.0012377106405635637,0.006858305316153845
4558,356,356,463890,trauma-weird,Medium,adolescence,clueOption1,adolescence,adolescence,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,3.336645309710868e-09,7.985829943346007e-07,1.6941049035639557e-09,1.7946175113761037e-07,8.657658503851986e-06,4.491915405730158e-08,8.98456082125618e-06,1.2311902144801131e-08,1.1969142583808731e-05,3.6464115820401513e-09,1.3280288464239107e-05,1.2290867539546758e-09
4559,386,386,463946,trauma-weird,Medium,war,clueOption1,stress,stress,trauma,weird,['no'],0.005748269191172159,8.184645604846101e-05,0.0029627003572141788,4.500855162480117e-05,0.001771866846039285,4.128512331866807e-06,0.001134462741947005,7.985829943346007e-07,0.000711525753601765,1.7946175113761037e-07,0.0005540356064517323,4.491915405730158e-08,0.00043123780675799993,0.0003693693762461787,0.0004284869741437214,0.00018232422551358958,0.0004077009116459087,0.0002949820500358761
4560,514,514,464439,trauma-weird,Medium,therapy,clueOption1,therapy,therapy,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,0.00012882538020486434,4.500855162480117e-05,6.563101739341295e-05,4.128512331866807e-06,6.673624283952707e-05,7.985829943346007e-07,6.77658902474618e-05,1.7946175113761037e-07,4.328482980213009e-05,4.491915405730158e-08,4.0428951476120074e-05,1.2311902144801131e-08,4.069451027759581e-05,3.6464115820401513e-09,4.249663092214056e-05,1.2290867539546758e-09
4561,544,544,465668,trauma-weird,Medium,uncomfortable,clueOption1,deviant,deviant,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,3.336645309710868e-09,7.985829943346007e-07,1.6941049035639557e-09,1.7946175113761037e-07,8.656792824569528e-10,4.491915405730158e-08,8.98456082125618e-06,1.2311902144801131e-08,7.181581301510884e-06,3.6464115820401513e-09,1.1952272897970858e-05,1.2290867539546758e-09
4562,574,574,466145,trauma-weird,Medium,therapy,clueOption1,therapy,therapy,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,0.00012882538020486434,4.500855162480117e-05,6.563101739341295e-05,4.128512331866807e-06,6.673624283952707e-05,7.985829943346007e-07,6.77658902474618e-05,1.7946175113761037e-07,4.328482980213009e-05,4.491915405730158e-08,4.0428951476120074e-05,1.2311902144801131e-08,4.069451027759581e-05,3.6464115820401513e-09,4.249663092214056e-05,1.2290867539546758e-09
4563,651,651,472844,trauma-weird,Medium,psychotic,clueOption1,psychotic,psychotic,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,3.336645309710868e-09,7.985829943346007e-07,1.6942743140543122e-05,1.7946175113761037e-07,8.657658503851986e-06,4.491915405730158e-08,4.492505013418483e-06,1.2311902144801131e-08,7.181581301510884e-06,3.6464115820401513e-09,9.296241765434362e-06,1.2290867539546758e-09
4564,702,702,473115,trauma-weird,Medium,scarring,clueOption1,terrible,terrible,trauma,weird,['no'],0.000999719635636704,8.184645604846101e-05,0.0006440753760247396,4.500855162480117e-05,0.0004593777470809219,4.128512331866807e-06,0.0003670343207135052,7.985829943346007e-07,0.0003218816257820551,1.7946175113761037e-07,0.00024239106476722924,0.0004492364597270731,0.00026053968606016734,0.0002462503547981674,0.00024177208413410538,0.00018232422551358958,0.0002576351526575967,0.00017207337464040856
4565,766,766,473468,trauma-weird,Medium,funky,clueOption1,funky,funky,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,6.673624283952707e-05,7.985829943346007e-07,3.388379217618268e-05,1.7946175113761037e-07,4.328482980213009e-05,4.491915405730158e-08,2.6952784052606977e-05,1.2311902144801131e-08,2.8725607071851193e-05,3.6464115820401513e-09,3.4528537524531076e-05,1.2290867539546758e-09
4566,825,825,473736,trauma-weird,Medium,surreal,clueOption1,unusual,unusual,trauma,weird,['no'],0.012246284372431204,8.184645604846101e-05,0.01159313778719709,4.500855162480117e-05,0.006299954237445638,4.128512331866807e-06,0.003303282193259069,7.985829943346007e-07,0.0017110476467044988,1.7946175113761037e-07,0.000943591283557361,4.491915405730158e-08,0.0005615074251852932,1.2311902144801131e-08,0.00037582380003844506,0.0002552524571543926,0.00027489935501908395,0.00014749163956131504
4567,905,905,474298,trauma-weird,Medium,strange,clueOption1,therapist,therapist,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,3.336645309710868e-09,7.985829943346007e-07,1.6941049035639557e-09,1.7946175113761037e-07,8.657658503851986e-06,4.491915405730158e-08,1.7968672436931578e-05,1.2311902144801131e-08,1.4362923224957653e-05,3.6464115820401513e-09,1.8592350729312096e-05,1.2290867539546758e-09
4568,935,935,475267,trauma-weird,Medium,queasy,clueOption1,remember,remember,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,3.336645309710868e-09,7.985829943346007e-07,1.6942743140543122e-05,1.7946175113761037e-07,3.462803697756057e-05,4.491915405730158e-08,6.738128632314627e-05,1.2311902144801131e-08,7.89950005359786e-05,3.6464115820401513e-09,9.960130027167522e-05,1.2290867539546758e-09
4569,1012,1012,475843,trauma-weird,Medium,PTSD,clueOption1,scary,scary,trauma,weird,['no'],0.0004998723140013928,8.184645604846101e-05,0.002061012864529397,4.500855162480117e-05,0.0015749934811955305,4.128512331866807e-06,0.001134462741947005,7.985829943346007e-07,0.0008301130968512419,0.001794796973127241,0.0006838874988202752,0.0008984280003000888,0.0006199041506871832,0.00049248839769419,0.0005386008836365719,0.0004375730362564002,0.0004993339857184178,0.0005899628709849984
4570,1059,1059,485894,trauma-weird,Medium,therapy,clueOption1,therapy,therapy,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,0.00012882538020486434,4.500855162480117e-05,6.563101739341295e-05,4.128512331866807e-06,6.673624283952707e-05,7.985829943346007e-07,6.77658902474618e-05,1.7946175113761037e-07,4.328482980213009e-05,4.491915405730158e-08,4.0428951476120074e-05,1.2311902144801131e-08,4.069451027759581e-05,3.6464115820401513e-09,4.249663092214056e-05,1.2290867539546758e-09
4571,1090,1090,486041,trauma-weird,Medium,therapy,clueOption1,odd,odd,trauma,weird,['no'],0.03948796340155566,8.184645604846101e-05,0.030142137636712602,4.500855162480117e-05,0.01614362247963336,4.128512331866807e-06,0.008274883704728262,7.985829943346007e-07,0.004252205002050432,0.0053840319958794475,0.0022767373785410683,0.0013476195408731045,0.0013026966334785135,0.000861845462038224,0.0008067043154452512,0.00036464480461559715,0.000569718810730635,0.00031956378511496965
4572,1120,1120,486051,trauma-weird,Medium,uncomfortable,clueOption1,scary,scary,trauma,weird,['no'],0.0004998723140013928,8.184645604846101e-05,0.002061012864529397,4.500855162480117e-05,0.0015749934811955305,4.128512331866807e-06,0.001134462741947005,7.985829943346007e-07,0.0008301130968512419,0.001794796973127241,0.0006838874988202752,0.0008984280003000888,0.0006199041506871832,0.00049248839769419,0.0005386008836365719,0.0004375730362564002,0.0004993339857184178,0.0005899628709849984
4573,1150,1150,486052,trauma-weird,Medium,atypical,clueOption1,unusual,unusual,trauma,weird,['no'],0.012246284372431204,8.184645604846101e-05,0.01159313778719709,4.500855162480117e-05,0.006299954237445638,4.128512331866807e-06,0.003303282193259069,7.985829943346007e-07,0.0017110476467044988,1.7946175113761037e-07,0.000943591283557361,4.491915405730158e-08,0.0005615074251852932,1.2311902144801131e-08,0.00037582380003844506,0.0002552524571543926,0.00027489935501908395,0.00014749163956131504
4574,1180,1180,486112,trauma-weird,Medium,stress,clueOption1,injury,injury,trauma,weird,['no'],0.013745826337337137,8.184645604846101e-05,0.00837282531332287,4.500855162480117e-05,0.004528093953851848,4.128512331866807e-06,0.0023690215065400263,7.985829943346007e-07,0.0012366982737065913,1.7946175113761037e-07,0.0007444850485922619,4.491915405730158e-08,0.0004716663090285392,0.0006156074191422013,0.00036146111619155154,0.00032818068879519565,0.0003213798998384726,0.00023352771233814233
4575,1210,1210,486514,trauma-weird,Medium,hallucination,clueOption1,flashback,shack,trauma,weird,['yes'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,3.336645309710868e-09,7.985829943346007e-07,1.6942743140543122e-05,1.7946175113761037e-07,1.7314451328421512e-05,4.491915405730158e-08,1.7968672436931578e-05,1.2311902144801131e-08,9.575361942659807e-06,3.6464115820401513e-09,1.726433516304385e-05,1.2290867539546758e-09
4576,1256,1256,487409,trauma-weird,Medium,strange,clueOption1,strange,strange,trauma,weird,['no'],0.04998475715589719,8.184645604846101e-05,0.03452176260118154,4.500855162480117e-05,0.01863735176765425,4.128512331866807e-06,0.009642908281709718,0.015972458469686347,0.004980670110582933,0.0053840319958794475,0.0026749498484712666,0.0035935772437381834,0.0015138232564468853,0.0013543215478302691,0.0009000617604500592,0.001057463005203226,0.0006175273711162919,0.0008234893542363867
4577,1285,1285,487468,trauma-weird,Medium,PTSD,clueOption1,therapy,therapy,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,0.00012882538020486434,4.500855162480117e-05,6.563101739341295e-05,4.128512331866807e-06,6.673624283952707e-05,7.985829943346007e-07,6.77658902474618e-05,1.7946175113761037e-07,4.328482980213009e-05,4.491915405730158e-08,4.0428951476120074e-05,1.2311902144801131e-08,4.069451027759581e-05,3.6464115820401513e-09,4.249663092214056e-05,1.2290867539546758e-09
4578,1315,1315,488171,trauma-weird,Medium,sad,clueOption1,sad,sad,trauma,weird,['no'],0.0027491852613602927,8.184645604846101e-05,0.004122012847808899,4.500855162480117e-05,0.0034124782197372393,4.128512331866807e-06,0.0029696176622879826,0.023958288413032353,0.0026428053436646746,0.012562502041383861,0.002718233812594114,0.013924982676917547,0.002398758250590912,0.012311914456703276,0.0018288486492158416,0.009444209643895573,0.0012377106405635637,0.006858305316153845
4579,1342,1342,490556,trauma-weird,Medium,twisted,clueOption1,childhood,childhood,trauma,weird,['no'],0.0007497959748190483,8.184645604846101e-05,0.0005152628770697708,4.500855162480117e-05,0.0003937532921330037,4.128512331866807e-06,0.00033366786761639654,7.985829943346007e-07,0.00028799952771077606,1.7946175113761037e-07,0.00019045030781981206,4.491915405730158e-08,0.00015273034667206257,1.2311902144801131e-08,0.00013405195528240382,3.6464115820401513e-09,0.0001208495493319672,1.2290867539546758e-09
4580,1372,1372,490576,trauma-weird,Medium,haunting,clueOption1,freaky,freak,trauma,weird,['yes'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,3.336978974241839e-05,7.985829943346007e-07,5.082484121182223e-05,1.7946175113761037e-07,4.328482980213009e-05,4.491915405730158e-08,3.5936895668282376e-05,1.2311902144801131e-08,3.8300729636446886e-05,3.6464115820401513e-09,4.648067762094531e-05,1.2290867539546758e-09
4581,1425,1425,490624,trauma-weird,Medium,outcast,clueOption1,abuse,abuse,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,0.0002576378791598331,4.500855162480117e-05,0.0001312554723413311,4.128512331866807e-06,6.673624283952707e-05,7.985829943346007e-07,6.77658902474618e-05,1.7946175113761037e-07,8.656879392497774e-05,4.491915405730158e-08,0.00011679390020936096,1.2311902144801131e-08,0.00013644573592355274,3.6464115820401513e-09,0.0001354577205609179,6.145556678448774e-05
4582,1490,1490,455383,trauma-weird,Medium,painful,clueOption2,awkward,awkward,trauma,weird,['no'],0.0017494906180896704,8.184645604846101e-05,0.0009017003739346773,4.500855162480117e-05,0.0005906266569767582,4.128512331866807e-06,0.0003670343207135052,7.985829943346007e-07,0.00023717638060385737,1.7946175113761037e-07,0.0001644799293461035,4.491915405730158e-08,0.00016171445828773798,0.0001231313333501561,0.00013405195528240382,7.293187805238506e-05,0.00013147367386211317,4.916469924494098e-05
4583,1520,1520,455606,trauma-weird,Medium,harm,clueOption2,strange,strange,trauma,weird,['no'],0.04998475715589719,8.184645604846101e-05,0.03452176260118154,4.500855162480117e-05,0.01863735176765425,4.128512331866807e-06,0.009642908281709718,0.015972458469686347,0.004980670110582933,0.0053840319958794475,0.0026749498484712666,0.0035935772437381834,0.0015138232564468853,0.0013543215478302691,0.0009000617604500592,0.001057463005203226,0.0006175273711162919,0.0008234893542363867
4584,1550,1550,455664,trauma-weird,Medium,emotional,clueOption2,family,family,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,0.0009017003739346773,4.500855162480117e-05,0.0013781201163517761,4.128512331866807e-06,0.00176842535079207,7.985829943346007e-07,0.0017110476467044988,0.001794796973127241,0.0016534482951720624,0.0022460026220191363,0.0015991723167958014,0.003570463933894473,0.0014147245982970777,0.004813266934704582,0.0011142051929006165,0.004338677470546759
4585,1580,1580,457037,trauma-weird,Medium,bully,clueOption2,nerd,nerd,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,3.336645309710868e-09,7.985829943346007e-07,0.00013553008639002003,1.7946175113761037e-07,0.00012985275804782537,4.491915405730158e-08,0.00011679390020936096,1.2311902144801131e-08,0.00013644573592355274,3.6467762231983553e-05,0.00013944176725972266,4.916469924494098e-05
4586,1610,1610,457425,trauma-weird,Medium,traffic,clueOption2,odd,odd,trauma,weird,['no'],0.03948796340155566,8.184645604846101e-05,0.030142137636712602,4.500855162480117e-05,0.01614362247963336,4.128512331866807e-06,0.008274883704728262,7.985829943346007e-07,0.004252205002050432,0.0053840319958794475,0.0022767373785410683,0.0013476195408731045,0.0013026966334785135,0.000861845462038224,0.0008067043154452512,0.00036464480461559715,0.000569718810730635,0.00031956378511496965
4587,1640,1640,457520,trauma-weird,Medium,unpleasant,clueOption2,sad,sad,trauma,weird,['no'],0.0027491852613602927,8.184645604846101e-05,0.004122012847808899,4.500855162480117e-05,0.0034124782197372393,4.128512331866807e-06,0.0029696176622879826,0.023958288413032353,0.0026428053436646746,0.012562502041383861,0.002718233812594114,0.013924982676917547,0.002398758250590912,0.012311914456703276,0.0018288486492158416,0.009444209643895573,0.0012377106405635637,0.006858305316153845
4588,1670,1670,457564,trauma-weird,Medium,triggering,clueOption2,bizarre,bizarre,trauma,weird,['no'],0.008247505799348716,8.184645604846101e-05,0.005538950336313556,4.500855162480117e-05,0.0031499803999455664,4.128512331866807e-06,0.0017016924445978525,7.985829943346007e-07,0.000863995194922521,1.7946175113761037e-07,0.00045881088538146745,4.491915405730158e-08,0.00026053968606016734,1.2311902144801131e-08,0.00016756488425848876,7.293187805238506e-05,0.00011288145593435771,3.687383170539422e-05
4589,1700,1700,458120,trauma-weird,Medium,unexpected,clueOption2,memory,memory,trauma,weird,['no'],0.0012496432964543595,8.184645604846101e-05,0.0006440753760247396,4.500855162480117e-05,0.00032812883718508554,4.128512331866807e-06,0.00026693496142217915,7.985829943346007e-07,0.00020329428253257825,0.001794796973127241,0.000173136722170673,0.0004492364597270731,0.00016171445828773798,0.0001231313333501561,0.000191502690669978,7.293187805238506e-05,0.00019256238991045258,6.145556678448774e-05
4590,1730,1730,458387,trauma-weird,Medium,pain,clueOption2,pain,pain,trauma,weird,['no'],0.016744910267149003,8.184645604846101e-05,0.012881262776746779,4.500855162480117e-05,0.00800619006609151,0.082574375149668,0.005071704207405829,0.03992994829972436,0.00320185996184078,0.012562502041383861,0.0023979324780850414,0.007636301108895326,0.0018507274420347126,0.005417249255614643,0.001433874843426269,0.004302769313218961,0.0010876448815752516,0.003674970623411234
4591,1760,1760,463818,trauma-weird,Medium,unusual,clueOption2,strange,strange,trauma,weird,['no'],0.04998475715589719,8.184645604846101e-05,0.03452176260118154,4.500855162480117e-05,0.01863735176765425,4.128512331866807e-06,0.009642908281709718,0.015972458469686347,0.004980670110582933,0.0053840319958794475,0.0026749498484712666,0.0035935772437381834,0.0015138232564468853,0.0013543215478302691,0.0009000617604500592,0.001057463005203226,0.0006175273711162919,0.0008234893542363867
4592,1812,1812,463890,trauma-weird,Medium,adolescence,clueOption2,upsetting,upsetting,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,3.336978974241839e-05,7.985829943346007e-07,1.6942743140543122e-05,1.7946175113761037e-07,8.657658503851986e-06,4.491915405730158e-08,1.347661662909388e-05,1.2311902144801131e-08,2.1544265148404425e-05,3.6464115820401513e-09,2.1248381861848593e-05,1.2290867539546758e-09
4593,1842,1842,463946,trauma-weird,Medium,war,clueOption2,action,action,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,0.00012882538020486434,4.500855162480117e-05,0.0002625043822371674,4.128512331866807e-06,0.00026693496142217915,7.985829943346007e-07,0.00028799952771077606,0.001794796973127241,0.00032895899301292456,0.0004492364597270731,0.00029198407671503126,0.0002462503547981674,0.00028964769695708387,0.0002552524571543926,0.0003147398220071314,0.00028269118249632936
4594,1970,1970,464439,trauma-weird,Medium,therapy,clueOption2,silly,silly,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,0.0007728878749797085,4.500855162480117e-05,0.0007875000218205126,4.128512331866807e-06,0.0005338665861990486,7.985829943346007e-07,0.00038964582192461337,1.7946175113761037e-07,0.00038089974996034174,4.491915405730158e-08,0.0003324125789855705,0.0001231313333501561,0.00032316062593316876,7.293187805238506e-05,0.0003213798998384726,0.00020894597725904882
4595,2000,2000,465668,trauma-weird,Medium,uncomfortable,clueOption2,strange,strange,trauma,weird,['no'],0.04998475715589719,8.184645604846101e-05,0.03452176260118154,4.500855162480117e-05,0.01863735176765425,4.128512331866807e-06,0.009642908281709718,0.015972458469686347,0.004980670110582933,0.0053840319958794475,0.0026749498484712666,0.0035935772437381834,0.0015138232564468853,0.0013543215478302691,0.0009000617604500592,0.001057463005203226,0.0006175273711162919,0.0008234893542363867
4596,2030,2030,466145,trauma-weird,Medium,therapy,clueOption2,tragedy,tragedy,trauma,weird,['no'],0.002499261600542637,8.184645604846101e-05,0.0012881378707995839,4.500855162480117e-05,0.0006562511119246764,4.128512331866807e-06,0.00033366786761639654,7.985829943346007e-07,0.00016941218446129912,1.7946175113761037e-07,0.00010388237957411679,4.491915405730158e-08,7.187334213098397e-05,1.2311902144801131e-08,6.223853604793612e-05,3.6464115820401513e-09,5.843281771735954e-05,2.4582964165847465e-05
4597,2060,2060,466195,trauma-weird,Medium,different,clueOption2,experiences,experience,trauma,weird,['yes'],0.000999719635636704,8.184645604846101e-05,0.0005152628770697708,4.500855162480117e-05,0.0002625043822371674,4.128512331866807e-06,0.00023356850832507048,7.985829943346007e-07,0.00015247113542565956,1.7946175113761037e-07,0.00011253917239868632,4.491915405730158e-08,0.00016171445828773798,1.2311902144801131e-08,0.00017714000682308444,3.6467762231983553e-05,0.00018326628094657486,8.603730186358125e-05
4598,2107,2107,472844,trauma-weird,Medium,psychotic,clueOption2,sociopath,sociopath,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,3.336645309710868e-09,7.985829943346007e-07,3.388379217618268e-05,1.7946175113761037e-07,3.462803697756057e-05,4.491915405730158e-08,4.492100728395777e-05,1.2311902144801131e-08,2.8725607071851193e-05,3.6464115820401513e-09,2.1248381861848593e-05,1.2290867539546758e-09
4599,2158,2158,473115,trauma-weird,Medium,scarring,clueOption2,strange,strange,trauma,weird,['no'],0.04998475715589719,8.184645604846101e-05,0.03452176260118154,4.500855162480117e-05,0.01863735176765425,4.128512331866807e-06,0.009642908281709718,0.015972458469686347,0.004980670110582933,0.0053840319958794475,0.0026749498484712666,0.0035935772437381834,0.0015138232564468853,0.0013543215478302691,0.0009000617604500592,0.001057463005203226,0.0006175273711162919,0.0008234893542363867
4600,2281,2281,473736,trauma-weird,Medium,surreal,clueOption2,confusion,confusion,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,1.2881249895496883e-08,4.500855162480117e-05,6.562445494791816e-09,4.128512331866807e-06,6.673624283952707e-05,7.985829943346007e-07,8.470693928310134e-05,1.7946175113761037e-07,5.1941622626699624e-05,4.491915405730158e-08,5.3905118899633174e-05,1.2311902144801131e-08,6.702609733023397e-05,3.6464115820401513e-09,5.710480215109129e-05,1.2292096626300713e-05
4601,2311,2311,473749,trauma-weird,Medium,unexpected,clueOption2,unexpected,unexpected,trauma,weird,['no'],2.4992366081765557e-08,8.184645604846101e-05,0.000386450378114802,4.500855162480117e-05,0.0002625043822371674,4.128512331866807e-06,0.0002002020552279618,7.985829943346007e-07,0.0001016479883187409,1.7946175113761037e-07,6.925520827583867e-05,4.491915405730158e-08,5.3905118899633174e-05,1.2311902144801131e-08,7.181365861253182e-05,3.6464115820401513e-09,7.304098894631027e-05,1.2292096626300713e-05
4602,2361,2361,474298,trauma-weird,Medium,strange,clueOption2,strange,strange,trauma,weird,['no'],0.04998475715589719,8.184645604846101e-05,0.03452176260118154,4.500855162480117e-05,0.01863735176765425,4.128512331866807e-06,0.009642908281709718,0.015972458469686347,0.004980670110582933,0.0053840319958794475,0.0026749498484712666,0.0035935772437381834,0.0015138232564468853,0.0013543215478302691,0.0009000617604500592,0.001057463005203226,0.0006175273711162919,0.0008234893542363867
