,Unnamed: 0,clueGiverID,wordpair,Level,clueFinal,variable,Clue1,correctedClue,Word1,Word2,union_index,intersection_index
3718,3718,473736,cave-knight,Hard,shining,clueOption3,bats,tornados,cave,knight,10000.0,10000.0
3719,3719,473736,chair-table,Easy,kitchen,clueOption3,dinner,TRUE,chair,table,960.952,2585.121
3720,3720,473736,chapel-feet,Medium,ritual,clueOption3,monk,martini,chapel,feet,7130.961,9640.527
3721,3721,473736,east-short,Hard,location,clueOption3,relative,mean,east,short,512.681,1220.429
3722,3722,473736,elm-rock,Medium,terrain,clueOption3,terrain,metamorphic,elm,rock,10000.0,10000.0
3723,3723,473736,giant-subtle,Hard,oxymoron,clueOption3,demeanor,car,giant,subtle,213.08,542.92
3724,3724,473736,glow-quick,Medium,Lamborghini,clueOption3,sparkle,emotions,glow,quick,2454.932,6276.367
3725,3725,473736,gold-silver,Easy,wealth,clueOption3,coin,opposites,gold,silver,10000.0,10000.0
3726,3726,473736,gums-teeth,Easy,toothbrush,clueOption3,floss,world,gums,teeth,468.936,1135.231
3727,3727,473736,happy-sad,Easy,emotion,clueOption3,expression,hint,happy,sad,6482.501,9571.312
3728,3728,473736,holy-kind,Medium,Jesus,clueOption3,Christian,creation,holy,kind,4189.201,8539.25
3729,3729,473736,jump-leap,Easy,trampoline,clueOption3,hop,big,jump,leap,236.264,583.896
3730,3730,473736,lion-tiger,Easy,cat,clueOption3,pride,flash,lion,tiger,3744.285,8001.019
3731,3731,473736,new-old,Easy,generation,clueOption3,generation,uncertain,new,old,4311.462,8580.254
3732,3732,473736,oak-tree,Easy,Minecraft,clueOption3,furniture,wish,oak,tree,1808.804,5262.717
3733,3733,473736,olive-real,Hard,cuisine,clueOption3,martini,chair,olive,real,583.525,1433.378
3734,3734,473736,regret-rude,Hard,bully,clueOption3,obnoxious,pizza,regret,rude,1328.346,3966.394
3735,3735,473736,sit-stand,Easy,chair,clueOption3,recline,intangible,sit,stand,10000.0,10000.0
3736,3736,473736,stern-wind,Hard,sailboat,clueOption3,sea,mysterious,stern,wind,2809.184,6994.563
3737,3737,473736,trauma-weird,Medium,surreal,clueOption3,surreal,large,trauma,weird,291.018,749.956
3738,3738,473749,ankle-travel,Hard,walking,clueOption3,mountain-climbing,childhood,ankle,travel,2628.25,6809.469
3739,3739,473749,army-drum,Medium,marching,clueOption3,geeks,lottery,army,drum,5039.604,8891.218
3740,3740,473749,ash-snake,Hard,gang,clueOption3,evil,body,ash,snake,443.193,1099.414
3741,3741,473749,bet-dream,Medium,hypothetical,clueOption3,noun,nature,bet,dream,685.205,1738.292
3742,3742,473749,birth-hand,Medium,baby,clueOption3,creation,mouth,birth,hand,445.059,1133.434
3743,3743,473749,bone-garage,Hard,skeleton,clueOption3,noun,instrument,bone,garage,1693.358,4638.231
3744,3744,473749,boot-crust,Hard,foot,clueOption3,toe,run,boot,crust,406.002,1060.595
3745,3745,473749,bowl-sun,Medium,round,clueOption3,light,fast,bowl,sun,319.696,789.427
3746,3746,473749,cage-glass,Medium,container,clueOption3,in,foot,cage,glass,713.097,1827.989
3747,3747,473749,candle-wick,Easy,wax,clueOption3,flame,straight up,candle,wick,10000.0,10000.0
3748,3748,473749,cave-knight,Hard,tale,clueOption3,book,age,cave,knight,726.445,1800.858
3749,3749,473749,chair-table,Easy,furniture,clueOption3,kitchen,deadly,chair,table,5998.914,9388.334
3750,3750,473749,chapel-feet,Medium,piano,clueOption3,god,remember,chapel,feet,3139.638,7575.786
3751,3751,473749,east-short,Hard,direction,clueOption3,driving,baby,east,short,240.851,609.299
3752,3752,473749,elm-rock,Medium,nature,clueOption3,park,opposites,elm,rock,10000.0,10000.0
3753,3753,473749,giant-subtle,Hard,unexpected,clueOption3,measure,decision,giant,subtle,2691.324,6864.652
3754,3754,473749,glow-quick,Medium,descriptors,clueOption3,sun,fruit,glow,quick,400.006,1005.636
3755,3755,473749,gold-silver,Easy,elements,clueOption3,colors,defect,gold,silver,9418.566,9977.213
3756,3756,473749,gums-teeth,Easy,mouth,clueOption3,face,envision,gums,teeth,8671.11,9956.408
3757,3757,473749,happy-sad,Easy,emotions,clueOption3,bipolar,serious,happy,sad,2878.363,7107.619
3758,3758,473749,holy-kind,Medium,spiritual,clueOption3,blessings,body,holy,kind,432.159,1129.99
3759,3759,473749,jump-leap,Easy,frog,clueOption3,high,mother,jump,leap,333.77,862.355
3760,3760,473749,lion-tiger,Easy,cat,clueOption3,roar,braces,lion,tiger,5778.853,9262.384
3761,3761,473749,new-old,Easy,time,clueOption3,antonyms,boat,new,old,608.691,1439.995
3762,3762,473749,oak-tree,Easy,wood,clueOption3,states,soft,oak,tree,232.991,623.274
3763,3763,473749,olive-real,Hard,organic,clueOption3,organic,deliver,olive,real,6969.648,9746.847
3764,3764,473749,regret-rude,Hard,negative,clueOption3,adjective,condition,regret,rude,4963.101,8849.056
3765,3765,473749,sit-stand,Easy,actions,clueOption3,ability,jack,sit,stand,10000.0,10000.0
3766,3766,473749,stern-wind,Hard,boat,clueOption3,ship,winners,stern,wind,10000.0,10000.0
3767,3767,473749,trauma-weird,Medium,unexpected,clueOption3,vulnerable,baby,trauma,weird,238.42,618.583
3768,3768,474297,ankle-travel,Hard,boots,clueOption3,step,feelings,ankle,travel,1513.381,4297.605
3769,3769,474297,ash-snake,Hard,venom,clueOption3,bite,sandwich,ash,snake,1179.841,3304.778
3770,3770,474297,bet-dream,Medium,gamble,clueOption3,imagine,bark,bet,dream,1104.153,3285.112
3771,3771,474297,birth-hand,Medium,baby,clueOption3,doctor,beat,birth,hand,1057.32,3117.371
3772,3772,474297,boot-crust,Hard,shoeshine,clueOption3,worn,chair,boot,crust,584.492,1487.817
3773,3773,474297,bowl-sun,Medium,round,clueOption3,round,hike,bowl,sun,3366.352,7873.516
3774,3774,474297,cage-glass,Medium,enclosure,clueOption3,box,small,cage,glass,221.41,577.58
3775,3775,474297,cave-knight,Hard,dark,clueOption3,dragon,mean,cave,knight,516.178,1240.771
3776,3776,474297,elm-rock,Medium,nature,clueOption3,element,terrible,elm,rock,1483.176,4235.799
3777,3777,474297,glow-quick,Medium,firefly,clueOption3,bird,see through,glow,quick,6042.56,9402.464
3778,3778,474297,gold-silver,Easy,jewels,clueOption3,wealth,skip,gold,silver,3747.527,8049.129
3779,3779,474297,gums-teeth,Easy,dentist,clueOption3,yum,surreal,gums,teeth,8703.749,9955.127
3780,3780,474297,holy-kind,Medium,Jesus,clueOption3,priest,speed,holy,kind,733.917,1853.418
3781,3781,474297,jump-leap,Easy,vertical,clueOption3,spring,expression,jump,leap,1675.957,4930.48
3782,3782,474297,lion-tiger,Easy,cat,clueOption3,roar,strong,lion,tiger,361.336,877.593
3783,3783,474297,new-old,Easy,aging,clueOption3,baby,bright,new,old,280.036,702.722
3784,3784,474297,oak-tree,Easy,typology,clueOption3,large,sight,oak,tree,951.247,2624.782
3785,3785,474297,regret-rude,Hard,apologize (you'redoinggreatbtw),clueOption3,projection,dog,regret,rude,175.643,471.198
3786,3786,474297,sit-stand,Easy,get-up,clueOption3,transition,longitude,sit,stand,10000.0,10000.0
3787,3787,474297,stern-wind,Hard,ship,clueOption3,rough,hop,stern,wind,3091.099,7395.752
3788,3788,474298,ankle-travel,Hard,basketball,clueOption3,hike,circular,ankle,travel,3851.147,7966.583
3789,3789,474298,army-drum,Medium,military,clueOption3,loud,morning,army,drum,811.32,2047.617
3790,3790,474298,ash-snake,Hard,grey,clueOption3,small,arbor,ash,snake,10000.0,10000.0
3791,3791,474298,bet-dream,Medium,lottery,clueOption3,wish,clueless,bet,dream,6824.4,9634.751
3792,3792,474298,birth-hand,Medium,baby,clueOption3,difference,rawr,birth,hand,10000.0,10000.0
3793,3793,474298,bone-garage,Hard,marrow,clueOption3,inside,toe,bone,garage,2206.602,5976.768
3794,3794,474298,boot-crust,Hard,shoe,clueOption3,mouth,time,boot,crust,145.718,401.773
3795,3795,474298,bowl-sun,Medium,round,clueOption3,spin,floss,bowl,sun,5283.3,8997.39
3796,3796,474298,cage-glass,Medium,tank,clueOption3,zoo,religion,cage,glass,579.61,1448.657
3797,3797,474298,candle-wick,Easy,aroma,clueOption3,house,nature,candle,wick,680.4,1653.178
3798,3798,474298,cave-knight,Hard,silver,clueOption3,dragon,Voldemort,cave,knight,10000.0,10000.0
3799,3799,474298,chair-table,Easy,dining,clueOption3,eat,travel,chair,table,447.938,1113.583
3800,3800,474298,chapel-feet,Medium,church,clueOption3,stomp,cardinal,chapel,feet,5237.863,8989.141
3801,3801,474298,east-short,Hard,Illinois,clueOption3,direction,hope,east,short,763.72,1922.967
3802,3802,474298,elm-rock,Medium,woods,clueOption3,nature,opposite,elm,rock,2995.512,7121.094
3803,3803,474298,giant-subtle,Hard,gentle,clueOption3,gentle,plant,giant,subtle,605.543,1480.8
3804,3804,474298,glow-quick,Medium,flicker,clueOption3,highlight,Jesus,glow,quick,940.026,2605.204
3805,3805,474298,gold-silver,Easy,ores,clueOption3,shiny,actual,gold,silver,7117.28,9759.309
3806,3806,474298,gums-teeth,Easy,gingivitis,clueOption3,chomp,religious,gums,teeth,3271.419,7487.606
3807,3807,474298,happy-sad,Easy,emotions,clueOption3,opposites,birthday,happy,sad,749.811,1878.799
3808,3808,474298,holy-kind,Medium,Christian,clueOption3,religious,shoe,holy,kind,980.609,2692.216
3809,3809,474298,jump-leap,Easy,hop,clueOption3,puddles,flames,jump,leap,4685.467,8744.042
3810,3810,474298,lion-tiger,Easy,parents,clueOption3,married,circular,lion,tiger,3636.423,7997.261
3811,3811,474298,new-old,Easy,opposites,clueOption3,wedding,sap,new,old,7803.622,9877.918
3812,3812,474298,oak-tree,Easy,chop,clueOption3,specific,light,oak,tree,172.194,478.063
3813,3813,474298,olive-real,Hard,fresh,clueOption3,eat,metals,olive,real,10000.0,10000.0
3814,3814,474298,regret-rude,Hard,apologize,clueOption3,attitude,green,regret,rude,126.36,342.413
3815,3815,474298,sit-stand,Easy,chair,clueOption3,sofa,big,sit,stand,223.201,592.149
3816,3816,474298,stern-wind,Hard,blizzard,clueOption3,strong,bite,stern,wind,1161.847,3376.008
3817,3817,474298,trauma-weird,Medium,strange,clueOption3,event,flash,trauma,weird,3947.309,8225.642
3818,3818,475267,ankle-travel,Hard,afoot,clueOption3,transport,length,ankle,travel,1173.421,3230.897
3819,3819,475267,army-drum,Medium,marching,clueOption3,marching,wake-up,army,drum,10000.0,10000.0
3820,3820,475267,ash-snake,Hard,slither,clueOption3,volcano,compass,ash,snake,5102.783,8958.807
3821,3821,475267,bet-dream,Medium,foresee,clueOption3,predict,medieval,bet,dream,8167.017,9905.383
3822,3822,475267,birth-hand,Medium,OBGYN,clueOption3,Adam,bark,birth,hand,1165.523,3155.284
3823,3823,475267,bone-garage,Hard,car,clueOption3,skeleton,tree,bone,garage,229.023,595.972
3824,3824,475267,boot-crust,Hard,pizza,clueOption3,tough,parkour,boot,crust,10000.0,10000.0
3825,3825,475267,bowl-sun,Medium,star,clueOption3,soup,instrument,bowl,sun,1632.544,4812.701
3826,3826,475267,cage-glass,Medium,zoo,clueOption3,jail,fast,cage,glass,312.93,801.126
3827,3827,475267,candle-wick,Easy,wax,clueOption3,chanukiah,fly,candle,wick,424.143,1055.435
3828,3828,475267,cave-knight,Hard,dark,clueOption3,defend,Atwood,cave,knight,10000.0,10000.0
3829,3829,475267,chair-table,Easy,dinner,clueOption3,dinner,back,chair,table,652.635,1674.912
3830,3830,475267,chapel-feet,Medium,prayer,clueOption3,congregate,nice,chapel,feet,267.429,699.439
3831,3831,475267,east-short,Hard,Asian,clueOption3,dynasty,fire,east,short,278.417,713.064
3832,3832,475267,elm-rock,Medium,music,clueOption3,wood,orb,elm,rock,3521.868,7955.668
3833,3833,475267,giant-subtle,Hard,hint,clueOption3,Hagrid,park,giant,subtle,1126.578,3297.765
3834,3834,475267,glow-quick,Medium,candle,clueOption3,pride,mouth,glow,quick,463.085,1146.072
3835,3835,475267,gold-silver,Easy,coins,clueOption3,coins,opposite,gold,silver,2877.634,7000.302
3836,3836,475267,gums-teeth,Easy,dentist,clueOption3,hygiene,parts,gums,teeth,4728.783,8631.997
3837,3837,475267,happy-sad,Easy,emotion,clueOption3,negative,opposite,happy,sad,2976.163,7164.578
3838,3838,475267,holy-kind,Medium,Jesus,clueOption3,sacred,anthem,holy,kind,9197.776,9993.564
3839,3839,475267,jump-leap,Easy,hop,clueOption3,step,sailing,jump,leap,4445.085,8657.509
3840,3840,475267,lion-tiger,Easy,feline,clueOption3,feline,holy,lion,tiger,1921.066,5426.759
3841,3841,475267,new-old,Easy,age,clueOption3,young,close,new,old,500.563,1209.716
3842,3842,475267,oak-tree,Easy,maple,clueOption3,acorn,elevate,oak,tree,7379.538,9740.281
3843,3843,475267,olive-real,Hard,green,clueOption3,fruit,sandals,olive,real,5682.062,9284.205
3844,3844,475267,regret-rude,Hard,mean,clueOption3,guilt,unnatural,regret,rude,8464.751,9947.73
3845,3845,475267,sit-stand,Easy,squat,clueOption3,desk,burn,sit,stand,828.579,2173.711
3846,3846,475267,stern-wind,Hard,severe,clueOption3,unrelenting,illuminate,stern,wind,3771.99,8020.952
3847,3847,475267,trauma-weird,Medium,queasy,clueOption3,sad,volcano,trauma,weird,6253.608,9479.035
3848,3848,475561,ankle-travel,Hard,walk,clueOption3,journey,natural,ankle,travel,1944.057,5678.673
3849,3849,475561,ash-snake,Hard,fire,clueOption3,b-school,band,ash,snake,894.094,2334.469
3850,3850,475561,bet-dream,Medium,desire,clueOption3,wish,emotions,bet,dream,2409.713,6263.042
3851,3851,475561,birth-hand,Medium,labor,clueOption3,baby,small,birth,hand,217.644,591.65
3852,3852,475561,boot-crust,Hard,dirty,clueOption3,layer,mean,boot,crust,503.011,1243.306
3853,3853,475561,bowl-sun,Medium,round,clueOption3,ovular,gazelle,bowl,sun,9634.799,9985.816
3854,3854,475561,cage-glass,Medium,container,clueOption3,box,sofa,cage,glass,1695.015,4834.117
3855,3855,475561,cave-knight,Hard,medieval,clueOption3,nature,pirate,cave,knight,2977.225,7211.131
3856,3856,475561,east-short,Hard,distance,clueOption3,length,stripe,east,short,7848.73,9802.156
3857,3857,475561,elm-rock,Medium,woods,clueOption3,substance,burn,elm,rock,823.012,2061.261
3858,3858,475561,glow-quick,Medium,lightning,clueOption3,stun,dungeon,glow,quick,8226.072,9904.687
3859,3859,475561,gold-silver,Easy,elements,clueOption3,precious,legs,gold,silver,867.488,2304.314
3860,3860,475561,gums-teeth,Easy,mouth,clueOption3,oral,hike,gums,teeth,3641.513,7927.751
3861,3861,475561,holy-kind,Medium,church,clueOption3,Jesus,church,holy,kind,513.488,1419.214
3862,3862,475561,jump-leap,Easy,soar,clueOption3,fun,bread,jump,leap,527.004,1303.268
3863,3863,475561,lion-tiger,Easy,zoo,clueOption3,nature,upsetting,lion,tiger,8400.654,9949.108
3864,3864,475561,new-old,Easy,age,clueOption3,date,Jesus,new,old,895.551,2541.562
3865,3865,475561,oak-tree,Easy,wood,clueOption3,brown,shoe,oak,tree,948.402,2690.46
3866,3866,475561,regret-rude,Hard,grievances,clueOption3,bad,money,regret,rude,136.898,387.084
3867,3867,475561,sit-stand,Easy,position,clueOption3,state,stubborn,sit,stand,3090.796,7386.413
3868,3868,475561,stern-wind,Hard,harsh,clueOption3,billowy,hell,stern,wind,1592.244,4760.304
3869,3869,475635,ankle-travel,Hard,sandals,clueOption3,fragile,toddler,ankle,travel,1796.701,5053.785
3870,3870,475635,army-drum,Medium,loud,clueOption3,disciplined,body,army,drum,423.831,1081.025
3871,3871,475635,ash-snake,Hard,Voldemort,clueOption3,magic,map,ash,snake,1020.776,2703.78
3872,3872,475635,bet-dream,Medium,challenge,clueOption3,game,soup,bet,dream,1030.734,2950.711
3873,3873,475635,birth-hand,Medium,newborn,clueOption3,baby,illuminate,birth,hand,3807.017,8118.544
3874,3874,475635,boot-crust,Hard,hiking,clueOption3,McDonald's,verb,boot,crust,2092.259,5701.138
3875,3875,475635,bowl-sun,Medium,breakfast,clueOption3,hot,desk,bowl,sun,1408.331,3808.522
3876,3876,475635,cage-glass,Medium,birdfeeder,clueOption3,birdfeeder,fire,cage,glass,277.939,721.959
3877,3877,475635,candle-wick,Easy,Yankee,clueOption3,Yankee,boat,candle,wick,555.244,1370.71
3878,3878,475635,cave-knight,Hard,dark,clueOption3,mysterious,sunrise,cave,knight,3582.866,7827.442
3879,3879,475635,east-short,Hard,compass,clueOption3,coast,beech,east,short,10000.0,10000.0
3880,3880,475635,elm-rock,Medium,forest,clueOption3,tree,action,elm,rock,1080.862,3081.102
3881,3881,475635,giant-subtle,Hard,sizes,clueOption3,gentle,metals,giant,subtle,10000.0,10000.0
3882,3882,475635,glow-quick,Medium,fireflies,clueOption3,blaze,mouthwash,glow,quick,10000.0,10000.0
3883,3883,475635,gold-silver,Easy,jewelry,clueOption3,metals,celestial,gold,silver,8924.679,9956.609
3884,3884,475635,gums-teeth,Easy,dentist,clueOption3,brushing,locked,gums,teeth,5959.563,9350.086
3885,3885,475635,happy-sad,Easy,emotions,clueOption3,emojis,fireworks,happy,sad,6528.813,9465.811
3886,3886,475635,holy-kind,Medium,angels,clueOption3,angels,bad,holy,kind,193.135,525.744
3887,3887,475635,jump-leap,Easy,hop,clueOption3,skip,lightning,jump,leap,2397.206,6532.308
3888,3888,475635,lion-tiger,Easy,roar,clueOption3,cats,tall,lion,tiger,437.813,1099.218
3889,3889,475635,new-old,Easy,thrifting,clueOption3,vintage,great,new,old,574.923,1363.866
3890,3890,475635,oak-tree,Easy,wood,clueOption3,wood,closet,oak,tree,2294.481,6284.698
3891,3891,475635,olive-real,Hard,martini,clueOption3,fake,cover,olive,real,986.633,2750.162
3892,3892,475635,regret-rude,Hard,Karen's,clueOption3,Karen's,opposites,regret,rude,10000.0,10000.0
3893,3893,475635,sit-stand,Easy,antonyms,clueOption3,antonyms,roots,sit,stand,4875.504,8940.909
3894,3894,475635,stern-wind,Hard,cold,clueOption3,brisk,spherical,stern,wind,7042.521,9615.647
3895,3895,475843,ankle-travel,Hard,Melissa,clueOption3,vacation,time,ankle,travel,150.343,406.377
3896,3896,475843,army-drum,Medium,navy,clueOption3,national,unrelenting,army,drum,10000.0,10000.0
3897,3897,475843,ash-snake,Hard,venomous,clueOption3,shedding,dragon slayer,ash,snake,10000.0,10000.0
3898,3898,475843,bet-dream,Medium,casino,clueOption3,winning,bars,bet,dream,3772.232,8002.924
3899,3899,475843,birth-hand,Medium,mother,clueOption3,child,baby,birth,hand,193.164,580.693
3900,3900,475843,bone-garage,Hard,rubbish,clueOption3,disposal,young,bone,garage,356.219,882.885
3901,3901,475843,boot-crust,Hard,foot,clueOption3,dough,wood,boot,crust,371.614,942.278
3902,3902,475843,bowl-sun,Medium,weed,clueOption3,smoking,Halloween,bowl,sun,1894.223,5511.56
3903,3903,475843,cage-glass,Medium,exhibit,clueOption3,observed,doctor,cage,glass,639.896,1622.851
3904,3904,475843,candle-wick,Easy,taper,clueOption3,clean,menagerie,candle,wick,10000.0,10000.0
3905,3905,475843,cave-knight,Hard,home,clueOption3,cavern,journey,cave,knight,1797.306,5172.043
3906,3906,475843,chair-table,Easy,dining room,clueOption3,kitchen,flashlight,chair,table,7864.746,9899.923
3907,3907,475843,chapel-feet,Medium,religion,clueOption3,church,woods,chapel,feet,1086.763,3232.651
3908,3908,475843,east-short,Hard,direction,clueOption3,tiny,laser,east,short,7195.084,9669.702
3909,3909,475843,elm-rock,Medium,geologists,clueOption3,tree,glow,elm,rock,1904.564,5523.613
3910,3910,475843,giant-subtle,Hard,big,clueOption3,lowkey,church,giant,subtle,617.516,1452.657
3911,3911,475843,glow-quick,Medium,qg,clueOption3,fire,compass,glow,quick,5200.697,8986.785
3912,3912,475843,gold-silver,Easy,earnings,clueOption3,colors,forest,gold,silver,635.284,1586.562
3913,3913,475843,gums-teeth,Easy,gingivitis,clueOption3,brush,round,gums,teeth,360.14,896.567
3914,3914,475843,happy-sad,Easy,emotional,clueOption3,emotional,legs,happy,sad,843.737,2274.866
3915,3915,475843,holy-kind,Medium,church,clueOption3,religious,rocks,holy,kind,2184.849,6000.653
3916,3916,475843,jump-leap,Easy,gymnastics,clueOption3,flip,walk,jump,leap,563.137,1430.888
3917,3917,475843,lion-tiger,Easy,animals,clueOption3,big,up,lion,tiger,249.47,642.693
3918,3918,475843,new-old,Easy,age,clueOption3,senior,body,new,old,453.882,1149.524
3919,3919,475843,oak-tree,Easy,forest,clueOption3,hardwood,unknown,oak,tree,1168.351,3409.268
3920,3920,475843,olive-real,Hard,oil,clueOption3,tree,brush,olive,real,1088.865,3143.7
3921,3921,475843,regret-rude,Hard,impolite,clueOption3,r,oxymoron,regret,rude,10000.0,10000.0
3922,3922,475843,sit-stand,Easy,chair,clueOption3,lay down,transparent,sit,stand,2135.91,5890.68
3923,3923,475843,stern-wind,Hard,tornado,clueOption3,breezy,Smeagol,stern,wind,10000.0,10000.0
3924,3924,475843,trauma-weird,Medium,PTSD,clueOption3,shock,outside,trauma,weird,710.169,1782.995
3925,3925,475881,ankle-travel,Hard,basketball,clueOption3,reference,reptile,ankle,travel,5081.584,9013.551
3926,3926,475881,ash-snake,Hard,hiss,clueOption3,black,step,ash,snake,2614.201,6728.791
3927,3927,475881,bet-dream,Medium,chance,clueOption3,stretch,direction,bet,dream,1008.632,3020.359
3928,3928,475881,birth-hand,Medium,body,clueOption3,life,burn,birth,hand,812.9,2115.373
3929,3929,475881,boot-crust,Hard,crunch,clueOption3,back,geography,boot,crust,3028.397,7232.067
3930,3930,475881,bowl-sun,Medium,round,clueOption3,circle,foot,bowl,sun,739.61,1805.391
3931,3931,475881,cave-knight,Hard,medieval,clueOption3,ancient,angels,cave,knight,6271.918,9427.367
3932,3932,475881,glow-quick,Medium,light,clueOption3,speedy,roots,glow,quick,5164.779,8939.743
3933,3933,475881,gold-silver,Easy,metals,clueOption3,rich,description,gold,silver,6185.299,9442.673
3934,3934,475881,gums-teeth,Easy,dentist,clueOption3,tilt-back,dry,gums,teeth,624.184,1619.742
3935,3935,475881,holy-kind,Medium,qualities,clueOption3,ideals,clothing,holy,kind,978.822,2654.303
3936,3936,475881,jump-leap,Easy,hop,clueOption3,hop,boots,jump,leap,1988.858,5893.636
3937,3937,475881,lion-tiger,Easy,roar,clueOption3,Africa,mournful,lion,tiger,10000.0,10000.0
3938,3938,475881,oak-tree,Easy,roots,clueOption3,plant,unkind,oak,tree,4783.656,8719.093
3939,3939,475881,regret-rude,Hard,horrible,clueOption3,terrible,trampoline,regret,rude,7982.462,9879.321
3940,3940,475881,sit-stand,Easy,chair,clueOption3,chair,frown,sit,stand,926.156,2454.102
3941,3941,475881,stern-wind,Hard,boat,clueOption3,air,gamble,stern,wind,4762.193,8756.586
3942,3942,485894,ankle-travel,Hard,walk,clueOption3,sandal,warmth,ankle,travel,653.441,1656.67
3943,3943,485894,army-drum,Medium,march,clueOption3,band,flames,army,drum,4510.356,8834.79
3944,3944,485894,ash-snake,Hard,poisonous,clueOption3,burn,opposite,ash,snake,2781.395,6945.951
3945,3945,485894,bet-dream,Medium,aspiration,clueOption3,money,sandals,bet,dream,5463.168,9177.11
3946,3946,485894,birth-hand,Medium,labor,clueOption3,baby,nature,birth,hand,701.558,1738.307
3947,3947,485894,bone-garage,Hard,storage,clueOption3,hidden,authentic,bone,garage,7800.311,9846.462
3948,3948,485894,boot-crust,Hard,sole,clueOption3,sole,olden,boot,crust,10000.0,10000.0
3949,3949,485894,bowl-sun,Medium,circular,clueOption3,food,peace,bowl,sun,464.296,1172.868
3950,3950,485894,cage-glass,Medium,enclosed,clueOption3,see-through,short word,cage,glass,10000.0,10000.0
3951,3951,485894,candle-wick,Easy,flame,clueOption3,light,water,candle,wick,96.55,270.464
3952,3952,485894,cave-knight,Hard,dark,clueOption3,armor,round,cave,knight,328.661,854.599
3953,3953,485894,chair-table,Easy,sit,clueOption3,wooden,priest,chair,table,2540.29,6641.015
3954,3954,485894,chapel-feet,Medium,church,clueOption3,aisle,music,chapel,feet,194.8,529.588
3955,3955,485894,east-short,Hard,travel,clueOption3,arrow,vegetable,east,short,1068.237,3002.712
3956,3956,485894,elm-rock,Medium,tree,clueOption3,dirt,winning,elm,rock,3335.115,7653.255
3957,3957,485894,giant-subtle,Hard,lies,clueOption3,obvious,emotions,giant,subtle,2480.881,6478.401
3958,3958,485894,glow-quick,Medium,light,clueOption3,chemiluminescence,poisonous,glow,quick,8844.045,9972.582
3959,3959,485894,gold-silver,Easy,medal,clueOption3,shiny,navy,gold,silver,2548.273,6504.021
3960,3960,485894,gums-teeth,Easy,mouth,clueOption3,dentist,shoe,gums,teeth,971.372,2660.149
3961,3961,485894,happy-sad,Easy,emotion,clueOption3,tears,bracelet,happy,sad,6435.686,9450.953
3962,3962,485894,holy-kind,Medium,god,clueOption3,divine,pizza,holy,kind,1423.956,3965.08
3963,3963,485894,jump-leap,Easy,hop,clueOption3,game,babies,jump,leap,1417.119,4463.487
3964,3964,485894,lion-tiger,Easy,jaguar,clueOption3,cheetah,mirror,lion,tiger,1649.432,4784.061
3965,3965,485894,new-old,Easy,young,clueOption3,age,emotions,new,old,2570.145,6484.556
3966,3966,485894,oak-tree,Easy,wood,clueOption3,plant,dragon,oak,tree,3495.262,7768.067
3967,3967,485894,olive-real,Hard,genuine,clueOption3,peace,aisle,olive,real,7660.366,9766.307
3968,3968,485894,regret-rude,Hard,insulting,clueOption3,breakup,angel,regret,rude,1824.573,5230.562
3969,3969,485894,sit-stand,Easy,still,clueOption3,chair,church,sit,stand,583.026,1423.277
3970,3970,485894,stern-wind,Hard,sail,clueOption3,harsh,Ohio,stern,wind,10000.0,10000.0
3971,3971,485894,trauma-weird,Medium,therapy,clueOption3,reflection,leaves,trauma,weird,567.2,1376.926
3972,3972,485903,glow-quick,Medium,highlight,clueOption3,looking,trap,glow,quick,2124.032,6213.308
3973,3973,486041,ankle-travel,Hard,walking,clueOption3,walk,mouth,ankle,travel,440.59,1101.051
3974,3974,486041,army-drum,Medium,marching,clueOption3,war,upset,army,drum,1114.147,3091.986
3975,3975,486041,ash-snake,Hard,hiss,clueOption3,Voldemort,tree,ash,snake,206.168,578.982
3976,3976,486041,bet-dream,Medium,entrepreneur,clueOption3,entrepreneur,feet,bet,dream,585.578,1431.261
3977,3977,486041,birth-hand,Medium,human,clueOption3,human,position,birth,hand,2154.074,6003.791
3978,3978,486041,bone-garage,Hard,dog,clueOption3,decompose,injury,bone,garage,1438.375,4250.593
3979,3979,486041,boot-crust,Hard,dirty,clueOption3,bread,Christmas,boot,crust,476.006,1146.531
3980,3980,486041,bowl-sun,Medium,spherical,clueOption3,spherical,bad,bowl,sun,199.632,512.088
3981,3981,486041,cage-glass,Medium,aquarium,clueOption3,box,pie,cage,glass,636.862,1671.641
3982,3982,486041,candle-wick,Easy,wax,clueOption3,light,visit,candle,wick,4935.052,8964.448
3983,3983,486041,cave-knight,Hard,dragon,clueOption3,dark,night,cave,knight,228.787,633.073
3984,3984,486041,chair-table,Easy,dine,clueOption3,dining,spring,chair,table,823.772,2067.735
3985,3985,486041,chapel-feet,Medium,worship,clueOption3,kneel,poker,chapel,feet,2851.54,7293.44
3986,3986,486041,east-short,Hard,length,clueOption3,size,serpent,east,short,8020.635,9830.16
3987,3987,486041,elm-rock,Medium,nature,clueOption3,forest,mud,elm,rock,877.042,2387.392
3988,3988,486041,giant-subtle,Hard,gentle,clueOption3,friendly,strange,giant,subtle,995.334,2867.232
3989,3989,486041,glow-quick,Medium,glowbug,clueOption3,strobe,gentle,glow,quick,1098.372,3163.237
3990,3990,486041,gold-silver,Easy,metals,clueOption3,jewelry,sprint,gold,silver,4861.319,8587.007
